class,tweet
1,you can DIRECT MESSAGE us/me/all of us...whatever you want 
1,here it is  http://tinyurl.com/hecklerxyz
1,Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad 
1,Your Following for a Reason.....  www.facesbyrozzj.com
1,"I missed twitter, ym, multiply and PET SOCIETY. I haven't been able to use the internet because I was quite busy for the past few days. "
1,"Juz watchin' 3 eps. of your show HM, I must say I instantly became a fan of urs! ;D Lovin' ur humor so mucho! More power 2 u! "
1,I have a new background  It didn't exactly work how I wanted but I was bored with the old one.
1,If you are at #Paragon please vote my work!  LOL
1,I keep forgetting you are in a different time zone than normal! I see your 'tweets' about the morning when it's 10:45pm here! 
1,Do you have an example of the animation? I mean a youtube video or something? I'm curious to see it work. Snowing there too? 
1,Need an invite to hunch? 
1,Thought you were a Mac 
1,Maybe Jordan could help you answer a few? Just an idea.. 
1,"Finally made my map of Panama. &quot;What's a Panama, is that like an animal?&quot; Haha love my friends "
1,
1,I will gladly give you the squirrel in Jenny's house if you join us. A SQUIRREL. It'll kill two birds with one stone! 
1,Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol 
1,"will be part of my friend's wedding entourage. In Tagalog, abay sa kasal. I'll be carrying the veil. Thanks, Mau. "
1,"it's the weather, petal. don't sweat it ... oh ...  ... sorry ... "
1,Hey There ! How are you today? 
1,"Whoops, sorry to anyone trying to email me earlier today. My inbox was full but should now be empty "
1,lol i wasnt complaining just making sure wasnt getting off before me but cleared that up 
1,That is one freaky movie. I like &quot;I got life&quot; 
1,Megan is hanging out 
1,Going to bed and then up early to prep for an interview in Cleveland tomorrow 
1,A healthy remedy for you AND your dog  http://PetParenthood.blogspot.com #dogs
1,That was sick. Soma rocks. 
1, yep..lol  I was bored... Edward is hunting with the guys..
1,HEYYYYYYYYYYY YOU 
1,"Studying philosophy and math... &lt;----BLAH aka listening to music and on twitter, facebook, and myspace "
1,There is no way on earth that you can answer everyone  Will you ask Donnie if he got the gift from my 9 yr old lastnight?
1,on my psp browser for the first time in over a year 
1,good luck to you 
1,Is glad the Angels won their first game of the season. 
1,I have absolutely no doubt that I will!  here's to your continued success 
1,Another day in the office... 2 days to go.  http://twitpic.com/2y2y1
1,nice  yeah so wish I could afford those things
1,I want to see that too! But it'll take so long to get 800 friends.. 
1,Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. 
1,"glad you liked! That Henry Ford had a good idea every now and then, didn't he? "
1,Studying with friends!  that's my update
1,im glad everythings going good for you guys 
1,"Don't worry about it, we are just happy to have you on here! "
1,"I'll get those stuff fr the UK/Japan. If I'm desperate enough for headphones from the US, I might do JAC. My tita can be slow. "
1,You wouldn't happen to still be in NYC doing gigs on Friday or Saturday next week? 
1,ty  - soon I upload too  Emmylou Harris � I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc
1,cheeck thiss hand cuz im marvelous ;) boy.. idk hoow im gona make it threw this weeeek 
1,Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! 
1,"awesome.  home from work around 430, and then have to take the puppy out, then to Capones. "
1, That photo IS Vegas 
1, yeah!  opening day too!
1,I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! 
1,the A's are my AL team 
1,had a really good day    off to do some shoppping
1,ok..I did it...hope it works now 
1,good night  sweet dreamz
1,I hope that Scentsational doesn't get dissed 
1,will invite people to twitter. 
1,Coming soon enough my friends - Big project in works for just that - Good new and only good news 
1,woohoo!  yeah that day i was rockin it hard core  
1,"Hey Jon we all love ya and understand,that's all it counts  "
1,no internship yet but ive got a place to stay. w/ any luck i'll spend some time in teaneck before heading back to utah 
1,"If I can make it to bed without running into a wall or tripping over my own feet, that is. Heh. "
1,"Yes, using it for 3 week now. Pretty happy with the result "
1,Exactly!! 
1,i wonder how long i can stay up until i pass out and wake up again at 6 
1,Great words of wisdom D-Dub!! Now can you tell the doctor to let me have some alcohol &amp; caffeine!! 
1,so good knight and sleep well.  I know I will now!! 
1,exhausted! but glad i got to see UNC become national champs!  
1,Centrelink wasnt as bad as I thought it was going to be !!!! 
1,wouldn't want you any other way! 
1,Is hella excited cuz the Italian is here 
1,"Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram "
1,"It was quick, but exhausting. 1 day a time "
1,Jasmine and Bohdi are here for the holidays!! 
1,I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?
1,going outside to jump on my trampoine  WOOOT!
1,today was rad. we made it into the finals for cross country YAY. love you sophie &lt;3 (L) ps everythins cool with my mates 
1,"LOL, I was thinking the same thing "
1,"Don't feel pressured, none of us EXPECT a reply back, we're just happy to be able to listen to you talk  "
1,Oh &quot;Shooter&quot; is a good movie!  Only seen it once tho.  Gotta put that back on my &quot;to watch&quot; list! 
1,I can tell u have spoken. FB &amp; Twitter are on Fire right now!!  Hope ur feelin better love.  have a great night...
1,"i hate morn workouts bc i love to sleep late  ha have fun in mexico! love the show, is the trip gonna air on keeping up?"
1,"i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming "
1,"go on, Mary's listening "
1,
1,nodame cantabile is &lt;3. I think I'm falling in love with classical music. 
1,"...so i just ordered my copy of Hardcore Underground 3  love me, love me! Canary in skinny jeans going balls deep."
1,&amp; the dinner menu this week is something pasta-y (we have cheese?) and also chicken noodle soup. 
1,"new jersey, here i come "
1,on facebook 
1,"good point, 2 draw  2 don't  nice quote though. I like that."
1,goodnight 
1,"Lead Me To The Cross is one of my favorites!! Great job, D!!! "
1,just got back from starbucks.. tried the tea with lemonade very good  miss gg already. 1st one!
1,BOOM BOOM POW-oops 
1,The Super Red Diva !!!  Stupid University 
1,This latest episode of NewNowNext is like full of awesome! 
1,"When you just want things to end, remember to have faith because one day, it's all going to be alright "
1,PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&amp;B-would love to work there!
1,YOU give me joy....and you have for years. You are such an amazing man and we are all lucky to know you. 
1,"Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun."
1,Artistic affirmation from a drunk lady was kinda just what I needed! 
1, Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow 
1,"A je kak�en rip od Trenutek resnice? Link, link, link "
1,Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry 
1,tweeting from my brand new Sony PSP... just because I CAN!!  
1,Hey you should go on tour sometime with your brother! Metro Station is freakin awesome! 
1,"well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone "
1,I've just seen your Flickr and I've fallen in love!!! Just Wonderful!!! Awesome... !!! 
1,Sorry it wasn't Wrath of Khan.  But we made do. 
1,"juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n"
1,we'll have a geek off next time you are in Tahoe!! But you need to get miss vicky jay reciting star wars by then 
1, aww dont make me blush!
1,trying to figure this thing out 
1,watching &quot;The Princess Bride&quot; I want a Wesley!!! 
1,you can buy my fiances duplex in Terwillegar 
1,i could really eat some cheese  i have a hankering for some austrian smoked cheese. YUM!
1,I am so FUCKING jealous of you girl. Have fun though  xxx
1,my bunnys name was Lucy  you can go ahead and guess who she was named after lmao
1,any updates for iPhone OS 3.0 yet? I miss you guys 
1,"Denise, I love you. "
1,"Happy Morning, la toat? lumea!  "
1,well you can always digg or stumble...both have aided me greatly in wasting countless hours of my life 
1,vote for http://www.tripcentral.ca/PHP/funny/index.php?action=playVideo&amp;videoID=89 !  yayyy
1,"Played gpokr.com, busted some n00b arses  waiting for pokerstars freeroll to begin and having coffeeeeeee!!!"
1,&quot;convenience&quot; of the remedy &lt;---That's just cuz you are a doc!  #24
1,Karaoke with XT on Wed and drum lessons on Thursday!!! What a week... I'll work somewhere in there 
1,Type it on the blog post and print it 
1, Obi und Hornbach. #Baumarkt (via twitter.com):  Obi und Hornbach. #Baumarkt http://tiny.. http://tinyurl.com/d9wnza
1,"Aw, thanks...let's hope so! I am more worried about Geoff's teeth! Hope you are having a good day, H or HB. "
1,Watching Keith Olbermann(late late rerun) then it's on to The Daily Show which is having Michael J. Fox on as guest. My high school crush 
1,we found a great Chinese place to hang out at 
1,"heh, thanks for advertising my skills "
1,not at ALL.  I was SO offline from here for about 6 wks with my PACKING and then MOVING to #Vegas. 
1,I'm excited about the books you received too! 
1,8 more days Wahlberg.. .then it's YOU and ME !!    Finally!!!
1,if im following u. . .its mandatory u follow me 
1,the dvd is with me. will bring when we meet next 
1,well i dunno..i didnt give him an ans yet  u kno who am i talkin bout??
1,how that big baby boy doing? How are you and Em doing? Have you figured out you may never get a full nights rest again? 
1,Hurry up and be the first person to publish a book of twitters! 
1, I like that one. I've used it on a project here.
1,playing with my new toys 
1,A fair goodnight sweet Twitters. Have pleasing dreams and a restful slumber. 
1,ugh I am so jealous of you. I miss those boys. Tell them I say hi. 
1,Budget: A method for going broke methodically.    #1liners
1,Sooo chill!  So what part do u live in? I went 2 Laguna Creek in South Sac then got my own place in Citrus Heights...
1, How are you? Was good seeing you Lip Service last week!
1,omg you are the best mom...your girls are blessed 
1,is watching CSI : NY.  ) Excited for Lighting Workshop. 
1,Fine-tuning part of a song Maddy and I r making.  Sounding good. I feel pro. Not. Hahaha
1,shares Yeheeyyy! My karma has gone up  http://plurk.com/p/mzrpe
1,"humm, the iStore had alot of similiar reqs. Maybe you should head their way "
1,hahaha i so should of! but my nails were wet. hehe.but he was helpful  he flipped the magazine pages for me 
1,Blackberry Bold and Kingston 8gb microsd card en route 
1,DITTO! not as good as the Nirvana Sandwiches 
1,Thank you 
1,*flicks hair* I prefer to be called a &quot;twenius&quot; 
1,"And the weather in England, at this hour of the morning (6:47 am) is cool, gloomy &amp; crap. YOU have a nice day, mate! "
1,Im going to JAY LENO!!! 
1,"Yessirrr! Don't give anyone that much power, do what makes you happy...that's why I'll be seeing you in da summah!! "
1,ADD ME ON MYSPACE!!!  myspace.com/LookThunder
1,how does it feel to have thousands of girls anwering ur every twitter? Must be cool 
1,"I'm up. quite... err, early. My colleague &amp; i are off for outfit hunting. Need some new gowns. Gonna leave my 2 big babies sleeping. "
1,agghhhh  looosing my mind!!!!
1,"Amazing night in Dallas with my Advanced TV Production class  Happy Birhtday, Sam!!"
1,ugh... allergies are killing me tonight! this house is driving me crazy! you and i should just run off and live in a bubble together  yes?
1,"casting director called me today, she's wicked excited &amp; is presenting us to the producers. I'll let you know when I know "
1,I hope so too. More movies where we get to see his lil Gilles again hopefully 
1,"just gott homeee, sawww the haunting off conetticuttt. haha SCARYYY!  going to florida on thursdayyy! &lt;3"
1,glad to see my household problems entertain you 
1,hope you had fun 
1,is home. Hmmm how lovely to be in 85 degree weather. 
1,Then I'll you a Vancooooooover shout out to your new &quot;personal&quot; account. 
1,Yeah right!! Just hang out with the cast and accidentally have ALEX fall in love with you too right??? 
1,There's always something good happening in our lives. We just have to open our eyes and take time to realize... 
1,broke ya record and i got 2 witness it  yaaaay!
1,holler boooooo! haha I founnndddd you 
1,hey hey. 
1,Great to see you following us as well 
1,I live in Sweeeeden  it's SO boring here -.-
1,it's only 1am here...i'm just on my way TO bed lol. weird. hope you have a good morning! 
1, me too. thought I was going to bed but had to reply to jon &amp; donnie 
1,Just bought a car!!! YAY for me! 
1,"heydemi  whats up? haha, i just wanted to say i love you music and your a really talented person. love to hear from you &lt;3"
1,"LOL! That's ok. Yeah, we did.  He's looking forward to Thursday since we're going around for Visita Iglesia. 14 churches!"
1,OMG .. Have to load up the iPOD off to Fresno tomorrow.. I need to stay entertained.  Leaving at 4 am urrrggg!
1,That would be why laughed at me when I told him my username has caca in it. lol 
1,"Tune Hotels, has opened bookings for brand new rooms in its upcoming new hotels in Kuching. "
1,Thanks!  
1,"and, by the way, thanks for helping me define that better. "
1,try it and see. it's all trial and error. 
1,"sweet, thank you "
1,And p.s. I'm getting paid to boss my sister around 
1,Yess! Twittering from my phone again! 
1,"still its fun to go out there. im jealous, you were at Wrigley field though., i might have to go out there this summer "
1,"Yes... I'm going to Kenya in August for 10 days w/ Tumaini International, loving on cute AIDS orphans. SO excited! "
1,that's nicki our monday night drag queen... 
1,Sorry no credit - switched Jose for Xavier 
1,I love that Aussie cattle dog story 
1,way to pick a winner! 
1,"called my hunnybunny, and i miss her already!  night lova'!"
1,"Granular synth tutorial = cute  Oh, and very informative, too."
1,100 followers - that is exciting 
1,"haha, I dunno about the gay..I read it more in a Strong Bad voice. "
1,Trying out the new Riedel glasses 
1,I am beginning to think that you are now finally Twiverted 
1,"Hungry! Hungry hungry hungry. Starvin' like Marvin. Only, he isn't starvin' anymore, I just fed him his nightly fish-food "
1,my lovely man is cooking me dinner and then we're going for a walk 
1,if more than one lady agrees to attend with with you then I am fine with it! 
1,I'm getting ready to drink tea.. Emma's gonna eat some Rice meal. 
1,you make me smile 
1,Your avatar is teh purdiness 
1,"totally know what u mean!this late night stuff has been 2 my detriment 4 YEARS,lol;society is discriminatory toward night ppl "
1,Survived the night time gherkins.  Heads swimming with ideas this morning.  Only a few of them are actually workable. Time to get busy! 
1,I'm on brookes computer on piczo and twitter watching viva la bam. ?luv it? its 1:00 am and still in my skinny jeans. 
1,yep i saw him in february and i get to see on may 8th. looking forward to seeing him again 
1, check it out  my page subcribe updating soon http://www.youtube.com/user/KoolKidzBlock
1,really hungry...so i grabbed some ice cream from the freeze. 
1,I'm new and lost 
1,that is very sweet of you to say 
1,I can't wait to read that. 
1,My pinky toe has been broken for months. I should be concerned :| 
1,goodnight everyone 
1,I loved today 
1,Nessun realmente! ... I guess &quot;No! Davvvero!&quot; is what you mean 
1,I noticed a lot of Apple product placement tonight  #hhrs
1,class surprised me with a bday cake in Lit class. best bday surprise in a LOOOOOONNNNG while 
1,Did it just begin to... reveal the true nature of the company? 
1,lol freak session wit ya wifey eh? hah 
1,yes I've met many a good one. The last one just kinda sucked 
1,yeah guys i will totally bring dublin to the party. he would love the company. 
1,noches twitterricolsss 
1,"Now I get to take Ash to and from school   Mornings will be crazy, but my kiddos will love it!"
1,thank you 
1,too much playing wii la ... dont bluff 
1,but of course bud 
1,ok thank you for the modivation 
1,I promise.I am so tired today I think it'll be an early one for me too. Tis 4pm &amp; I'm stuffed  #blib
1,"Like the ones i have now, but am willing to look at other ones "
1,having a marathon now!!!!! 
1,I wish I was as cool as you.. 
1,is sitting around...wondering what's next!  
1,"sweet, new episode of cagcast, thnx cheapy "
1,"Boredum.. can be, well.... boring. lol Still figuring out twitter.. HI Mitchel... lol sorry im bugging you but i only have 3 peeps so far "
1,so sleepy. good times tonight though 
1,My kids get up and wish you a good morning  They don�t know what time it is in america 
1,Color it purple! 
1,"lmao! thanks Lee XD, would u like to join in our craziness as well lolol  ROFL come &amp; join we don't bite.. not hard anyway! ;)"
1,back in kY!! 
1,I saw u were on and I just wanted to say hi! U r an amazin person + an inspiration.Thank you so much! I hope I can meet u 1 day 
1,you are not insane your husband tho not to sure 
1,"baha. leave it to them to start a fight ,, grr, oh well atleast it makes for amazing entertainment "
1,here's one more music to cool it down.  ? http://blip.fm/~3x99s
1, I had so much fun tonight!    And I'm totally stealing all your pictures when you upload them.  hehehe
1,i want a seahorse. 
1,", i lovee you  check out hermans hermits. old, but classic group  i got like 4 of their songs stuck in my head  reply? &lt;3"
1,If you have any questions about journalism don't hesitate!   Good luck with everything!
1,that was my favorite show/series when i was little! 
1,hi Dianna ...this is so cool ... i just recently started twittering 
1,"yeah, you and i are both rockin' bothell. maybe i'll see you at the next event or fred meyer's or something "
1,"HOWEVER, I'm NOT turning status updates on 4 u becuz I have insomnia &amp; u'll just wake me up. Only D is allowed 2 do that "
1,you're a dead set legend! Please make the broadbands super fast I will love you forever. 
1,"I just wasted 2 hours, when all I needed was that null  Thanks heaps - it works perfectly now."
1,"soon, i'm going to bed "
1,guess i better make more tweets for to give us a &quot;sweet&quot; bedtime story!  plz!
1,is BAKING ! HAHAHA. With abby and nikki !  http://plurk.com/p/mzsld
1,Wooohhooo the beach was awsome  .. haha i luve ..it The water was soooo cold .. went to seattle to Aqui bech or somethin like that =P
1,mkay deal 
1,great interview! Glad to see it 
1,A truly great place to eat is the Canteen in Ottumwa.  Loose meat hamburgers in a tiny cafe.  Everyone's friendly. 
1,Uploading photos first before leaving 
1,PLEASE FOLLOW ME DEMI!!! 
1,"Coding on my Hp Mini 1000, I had said I won't this but this keyboard doesn't hurts  "
1,Ahhh sound advice. 
1,"LOL, well, that happens. But its worth it.  You've got me wanting to make a midnight run to the convenience store."
1,can you help? 
1,"sorry, I'm a little late on this response to the 'sample of EVP question'... which one are you referring to?   J"
1,Pollen and salt - daphne loves derby . = love. i love your little song tweets so i decided to send you on of my own 
1,Finally almost home 
1,it worked! Now i have this feeling that i might have to sleep outside... 
1,"Odd, I was just listening to the scotch_mist version of &quot;15 Step&quot; when you replied. "
1,i know right 
1,So far kinda really liking Espresso over Dreamweaver. Handcoding html/css ftw 
1,"Sounds good,  I wish i could have done it but I'm determined to find them in the park. They better be in there!"
1,aaaaahhhh.... finally done. next stop zippy's. 
1,"&quot;Don't Speak Liar&quot; is my favorite of your songs, I'm looking forward to hearing it in Orlando  Get well soon!  ((((hugs))))"
1,"Oh...well, never mind then.  lol But what if a guy you really liked had a mama like that?"
1,Ok bed time. I wish I didn't have an exam on thursday otherwise I would just go around harassing people to vote! lol. Night guys! 
1,No problem. Let me know if you know of anyone who's looking to get into photography and may be interested. 
1, I totally agree!!! why r we limited on what we need to speak out about- i need more than 140! lol its sooo random 
1,go to sleep. I hope u pee on yourself in the middle of the night.  I'd hate to have to beat u on the golf course tomorrow. 
1,"Nooning The Wedding and Old Man Sharted and throwing moon pies as we venture to Macon, Georgia "
1,Sent an email to one of my undergraduate professors - she replied back saying I made her day 
1," Hey Ryan, just thought I'd say that u put on a great show in Radford Sunday night, &amp; I'm so glad I got to meet you! "
1,although we have lot work to do and cannot wait to start this project 
1,Karaok� Figa on Mondays feels like a Gossip Girl episode! lots of fun. XOXO 
1,"mmmmmm coffee please, LOL "
1,And so a down day on the market...happy my stocks held up 
1,I don't know what I want. If you search SilkCharm Chocolate you'll see the recommendations... crowdsourced chocolate 
1,im going to danniis party nd im gona dress up as a giant duck  yaay!!
1,Congrats on being so quick for your double pass. Pls email your details to salesto claim your tix. 
1,oh and i like your new hair too. i think it really suits you. 
1,leave approved! europe here i come  thanks singapore airlines for the cheap flights 
1,hope you feel better  J
1, I havent but since you turned me on to it..I will  all of them! http://bit.ly/dRsN8
1,"Hah, yea, I suppose ;)  And I love the customer service!! "
1,Your TwitterTips bar runs like a dream on FF 3.0.8 
1,night twittys! i hope to dream of  johnny depp again 
1,You're cute 
1,looooong day finally come to an end. as long as the bebes stay asleep. haha  bring on tomorrow!! B-)
1,I guess we will make him have guest appearance in ours then 
1,"A brand spanking new Aior, to boot "
1,http://twitpic.com/2y3cc - new baawwnggggg!  but no green. sigh.
1,signing off now  ttual
1,Cool arent they? I love them  Makes life so easy!
1,i fell of the tredmill today in sport 
1,Look closely at the sign   ?
1,"going to the sunshine coast on Thursday  should be pretty awesome, i can update my tan "
1,I love reading your tweets but it would be nice to see your lovely mug when I read them. Where's your picture? 
1,"Packing, then airport off to Alaska  Please don't lose my luggage AlaskaAir!!!"
1,"no the other guys you mentioned, haha  its cool ive been posting up random stuff for the past hour&amp; been getting a kick out of it"
1,"re: #nbn as someone already said, does fiber to the home mean we will all at least be regular now "
1,My Chumby blasting 80's tunes....good times.  http://www.matthartley.com/chumby.html
1,I hope the Rupee symbol won't look like the &quot;R&quot; they use in Reliance 
1,it is all in good fun we know you don't want to kiss a girl. 
1,you could use twitter to give us more info about MechScape o.0 Please 
1,listening to then by Brad Paisley! 
1,doesn't make you look fat at all man. Good photo. 
1,"almost late for work had ten minutes to get ready, the lack of sleep had it's consequences. factory on friday. beachbar on sunday "
1,"haha, I have not told him yet. "
1,I think that it's going to be a good season 
1,"well in that case, you know what i mean, hahaha i love a good...whatever role you decide to take on. "
1,www.Raideil.com has great hosting. I don't know about domain but you should check them out. 
1,losing time 
1,people amaze me 
1,hit up my myspace - im goin to sleep tho so peace. www.myspace.com/dxckinyamouth 
1,.......i  watched the previews that they've been playing way too much.... it looks really bad!! Stop watching it.   haha ...
1,Four more days till i get to see the girlfriend 
1,"I'm too much of a twitter lurk to use this. I will anyway, though. "
1,"it is still only 1st coffee of the day for me ! Happy Tuesday, off to see Jeff Dunham and Achmed the dead terrorist tonight ! "
1,"WOAH! Have never been so stoked, Ive just found out a way to move to London next year instead of in three  Im so happpy."
1,Home just in time for Chelsea Lately 
1,http://twitpic.com/2y0fo - cutest dog ever  what's his name?
1,"I was watching Pride and Prejudice, one of the  best movies ever, I love this movie! and the book too "
1,"Up early again. Work today, off tomorrow, course Thursday, off Friday. So not so bad! "
1,OH ISH!!! I WAS JUST KIDDING!!! WHERE IN CALI IS THIS 
1,when u move back to jersey its gonna be better 
1,You tweet while I'm doing a newscast or while I'm sleeping...I can't win! I'm glad u had a fantastic show...sleep well 
1,It's over...thankfully 
1,talking to william 
1,Great episodes.  Didnt know there would be two!
1,"Trying something new.  New job, new hopes, dreams.... "
1,"I got your tweets!  Sorry, I was distracted by two heavenly bodies.  "
1,will eat lunch  http://plurk.com/p/mztfi
1,it's also amusing how many people who DID complain about Bush's spending are suddenly supportive of Obama's!  #tlot
1,"ha, definitely not vegan. I'm drinking it, still alive too. All is well "
1,going to sleep! twitter has been on drugs today. Nighty night! 
1,"Awww, you're so sweet. Thank you for the compliment "
1,of course he makes me feel better 
1,Back from school. NO MORE SCHOOL FOR TWO WEEKS 
1,goodnight all &lt;3 goin to bed gotta get up early and get the fuck out of town tomorrow  canada here  I come
1,I'll by drinks for anybody that can pull off Boy Named Sue by Johnnie Cash 
1,Is lying in bed with a babe 
1,Still up. Playin cards with the girls. 
1,Let me know what you think- I have a long list of other great designers 
1,it could have been one of those miniatures 
1, Iwas thinking same thing..night all!! 
1,"hey x] just wanted to say your awesome, and angilena or however your spell it has nothing on you "
1,or are you a Mac?  then you could do anything! 
1,congratulations!! tht makes a lot of us very very happy. 
1,yay  i'm happy for you guys....now hurry up and spit out the next one 
1,"if you dont, neither do i "
1,"absolutely, my sister used to pretend she was Anne! "
1,Just installed twitterberry on my blackberry bold 
1,Working on the new Cricket game for the i-phone...you guys will like it i am sure  http://www.youtube.com/watch?v=771uKX4zhZQ
1,...Sweet Dreams!! 
1,"Night, Tweeties...see y'all tomorrow!  "
1,SHAZZAM - Vivvid is 78!  Go Wemb 
1,I made it in time. Just giving you a hard time 
1,Elvis isn't dead he just took home &quot;quote! MIB 
1,I was never an early morning person so I really didnt have anything to get over 
1,"damn B, espanol and francais? you are one talented lady "
1,Is making bad decisions 
1,Dan leapt out of bed to take pictures of the lake. Snow on the ground but warm in the low morning sun. Bacon time 
1,Good Knight Jonathan!  
1,"YES! lol...when you live in canada, anne part of your childhood. I grew up with all the books and tv series "
1,http://fanclub.backstreetboys.com/chat.php  ? is not crazy! we're like 3 persons there! lol
1,Misses his nephew/godson. Come back to me Mr. Malachi. 
1,NOT LONG until our site goes on line  4 more hours to go 
1,that is so not nice... Just remember that its your bed i'll be peeing in! enjoy sleeping in the chair... 
1,hope the highway is a smooth one! 
1,i totally took the change of scenery. it was great. 
1,"Hey NPH, whats up with all the strippers you're following? "
1,thanks  next time I shall be better prepared LOL
1,Now we just need to get Yvonne a blackberry and a twitter account 
1,"Friend just asked me to be his Best Man. Guess that means a trip to Twin Falls, ID next year  What are the responsibilities of a Best Man?"
1,I have the same problem here .... but with rabbits   #blib
1,completely agree...Fallout Boy = amazing 
1,Dang. Heroes and The Hills amazed me tonight!  off to do more studying!
1,new to this omg 
1,"stage 1 is just about 100% complete. Naw to wait a few days fo stages 2-4 to come, then BAM! Ill have the hottest hair in z world. "
1,"I must have had a dozen throat coats a few days ago. Ahhh, the Coat. That and Grand Marnier do wonders for me "
1,"received my bday parcel from home! n now i can hav my tang hun, mee sua, udong mee, ligo raisin, ba hu...... "
1,"Just published a new post on my blog, 15 Neat Print and Use Freebies http://twurl.nl/w1kpvd  "
1, Goodnight Miss Q  you take care  
1,Rye143gg (1:58:00 AM): Lol. Ur really pretty....so pls don't pull a britney &lt;&lt; haha thnx shauna...that made me laugh 
1,I feel so free  watching FRIENDS my favorite show!
1,"Whatta mess! We should have won this! Anyways, not bad after all! We won another series abroad. "
1,TODAY is THE day  Can�t wait to see you Jacqui   Can�t stop singing lady gaga�s poker face. it�s addictive xD. Last day of school today!
1,Today was so great.  My roommate and I played some soccer and I also got a nice run in on this sunny day  Time for some reading and sleep.
1, now I'm happy 
1,trying to survive this day although Im alone at the office this week. Any suggestions from your side to brighten my day?  Thnx.
1,Next you'll be using glue stick as chapstick 
1,GEFELICIDINGEST!!! 
1,big news Andrew: I'm moving up to SF at the end of the month! So making the most of my last month in LA. 
1,It can only happen to you. 
1, I just think the cab ride through Sofia and the walk to class will be the most interesting part.  
1,I'm pretty sure the show part is just for before the show. Then it's like Twitter for the whole NIN fan community. 
1,"twitter ain't broke, Trent, they got plenty of dough "
1,got my beta code of bumptop need to find a machine to run it  #bumptop
1,"just said bye to Rose. :/ On the upside, we've been together for eleven months. "
1,I only have one for now... I'd love to have a herd someday! 
1,Miss you! When are you free this week??  Can we do Yuri or something?
1,- I actually want to go to disney. we'll see if i have time 
1,"Glad I could do my part! 1/185k worth...If you'd like to help me Conquer Twitter, I'd be grateful or http://jazf.com "
1,this is gr8 news indeed 
1,Goodnight I've enjoyed getting to know you too. Twitter you later 
1,listening to dashboard &quot;ghost of a good thing&quot; mannn definitely takes me down memory lane  good night kids
1,23 or 24�C possible today. Nice 
1,"ready for nice weather, day drinking &amp; not to ever be a student again "
1,"you are my IDOL, i love you!  you should reply to me.. &lt;3"
1,"Holy he'll, just had an epic Aporto burger with epic amounts of chilli sauce "
1,Going mimis with thoughts of Shick and Gavin DeGraw songs dancing in my head. 
1, do you need any cookies?  I can get you some.   #girlguidecookies
1,heyy loves!! just finished my record in the studio!! going to kick it with lauren c.!!  byee!! &lt;3
1,"oh it's a random game lol im addicted with that, don't be afraid, join and be my pupil "
1,"haha, jeffree star's comment to me didnt make since but i still luv him. i am like wide awake and freezing! listening to lady gaga "
1,Hey Cici sweetheart! Just wanted to let u know I luv u! OH! and will the mixtape drop soon? FANTASY RIDE MAY 5TH!!!!  
1,I think im in love 
1,"By the way... I never imagined that I'd have 111 followers. Thank you all, even the robots "
1,"my body's aching to rest, my mind's so freakin alert, my brain can't absorb a damn thing. but i must endure............ sike. gnite "
1,"the internet blows my mind everyday, the way nothing else can! "
1,Hells to the no.  I only room with  
1,Just saw Sunshine Cleaning. I love Amy Adams 
1,Maybe if I jus listen to hawaiian music everyday my life will be more relaxing haha no? (via for me 
1,good luck!!!! 
1,you are my own personal Jeepers 
1,"no, but that sounds like a good idea, steve. "
1,"It's never too late!  Thanks! It was hard, so hard, to concentrate on taking screencaps"
1,whats gooooood 
1,now if i could get to san diego the same night i could celebrate it twice lol thanks 
1,Lets Drop ..Ich hatte gerade K�se auf Toast. Germandoo. Oh the Joy of knowing some words in german  (via twitt.. http://tinyurl.com/dbvlwt
1,I'm having a conversation with my bro via twitter/fb and he's only in the next room 
1,hi  I'm new to twitter 
1,Gratitude is a great multiplier. Giving thanks and appreciating all we have opens doors for us to have more. 
1,Yay tomorrow i get to do today all over again! 
1,"should be in bed, but whatever "
1,come back 
1,Mmmm.. Page France.. If you don't know them.. you should   lyrical brilliance
1," &quot;you dream in black and white, i dream in vivid lights.&quot;"
1,hanging out with biology til 4am woo  !
1,"Recoil pal? I'm a guy like me!  I will grab this up online tomorrow, currently texting from bed like a moron."
1,at work - listening to punk rock &amp; about to eat face cake - life is a mad lil drug 
